idx,lb,ub,approach,method,dtime,n,apval_err
64,-3.458192778500836,32.59581828024424,root_scalar,brenth,3.719634771347046,70,2.2345666813444742e-08
65,-2.044973698495019,3.2747382164319037,root_scalar,brenth,3.719634771347046,70,1.0802667274600886e-08
66,-2.020096297461483,45.08442983056842,root_scalar,brenth,3.719634771347046,70,2.3739136391365268e-07
67,0.9628804014459496,54.70256690943423,root_scalar,brenth,3.719634771347046,70,7.158989474148614e-09
68,-2.5286953288067835,46.81955068264043,root_scalar,brenth,3.719634771347046,70,1.6363678935135684e-07
69,-5.062493569685616,5.304957557849682,root_scalar,brenth,3.719634771347046,70,6.104199212070283e-09
0,1.600284195945825,40.96569658488968,root_scalar,brentq,3.949751138687134,70,1.1780454285681419e-09
1,-3.596750002166521,2.3389420811794097,root_scalar,brentq,3.949751138687134,70,2.063035681176828e-08
2,-32.06733912471227,2.6909816245867164,root_scalar,brentq,3.949751138687134,70,2.2476199978277434e-07
3,-18.756823467600938,6.64805078829751,root_scalar,brentq,3.949751138687134,70,1.2872316774992232e-08
4,-8.331617115513811,4.704569963135695,root_scalar,brentq,3.949751138687134,70,2.885721811958508e-07
5,-5.644670038114287,0.7756401007094883,root_scalar,brentq,3.949751138687134,70,1.7044470791358068e-07
6,0.46575462690356495,18.06740620874841,root_scalar,brentq,3.949751138687134,70,1.77864687908591e-09
7,-3.4557591169804045,18.789506483882025,root_scalar,brentq,3.949751138687134,70,1.2174480406440535e-08
