samp,x1,x2,cdf,idx,shape,approach,dtime,pval
23,0.21012624016864978,1.001536496115551,0.0694373,"(985, 0)","(1000, 3)",cox1,1.209887981414795,0.07093943854301865
23,0.21012624016864978,1.001536496115551,0.0694373,"(985, 0)","(1000, 3)",cox2,0.008150815963745117,0.0682935144382506
23,0.21012624016864978,1.001536496115551,0.0694373,"(985, 0)","(1000, 3)",owen,0.0015349388122558594,0.06954346926841977
23,0.21012624016864978,1.001536496115551,0.0694373,"(985, 0)","(1000, 3)",drezner1,0.6694490909576416,0.06954346925721389
23,0.21012624016864978,1.001536496115551,0.0694373,"(985, 0)","(1000, 3)",drezner2,0.6365029811859131,0.06954346926851618
24,-0.30290324173136157,0.4733228700934578,0.0355244,"(987, 1)","(1000, 3)",scipy,0.7640740871429443,0.03554612803214257
24,-0.30290324173136157,0.4733228700934578,0.0355244,"(987, 1)","(1000, 3)",cox1,1.209887981414795,0.035789042057261244
24,-0.30290324173136157,0.4733228700934578,0.0355244,"(987, 1)","(1000, 3)",cox2,0.008150815963745117,0.037081967251859915
24,-0.30290324173136157,0.4733228700934578,0.0355244,"(987, 1)","(1000, 3)",owen,0.0015349388122558594,0.03554612803214244
24,-0.30290324173136157,0.4733228700934578,0.0355244,"(987, 1)","(1000, 3)",drezner1,0.6694490909576416,0.036051514355460224
24,-0.30290324173136157,0.4733228700934578,0.0355244,"(987, 1)","(1000, 3)",drezner2,0.6365029811859131,0.03554516020608928
0,1.3953553306696933,-2.5312076489636954,0.0399215,"(32, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.039888334681689244
0,1.3953553306696933,-2.5312076489636954,0.0399215,"(32, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.040345599769949725
0,1.3953553306696933,-2.5312076489636954,0.0399215,"(32, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.02668174620623348
0,1.3953553306696933,-2.5312076489636954,0.0399215,"(32, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.03988833468168921
0,1.3953553306696933,-2.5312076489636954,0.0399215,"(32, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.039890248076467405
0,1.3953553306696933,-2.5312076489636954,0.0399215,"(32, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.039888287545215506
1,-1.0148837966196642,2.425623552091638,0.0411595,"(36, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.041188420984865054
1,-1.0148837966196642,2.425623552091638,0.0411595,"(36, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.03527245901401388
1,-1.0148837966196642,2.425623552091638,0.0411595,"(36, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.037100381762982915
1,-1.0148837966196642,2.425623552091638,0.0411595,"(36, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.04118842098486508
1,-1.0148837966196642,2.425623552091638,0.0411595,"(36, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.04118911553753446
1,-1.0148837966196642,2.425623552091638,0.0411595,"(36, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.04118841704193099
2,0.19001385002388949,-2.966770435830927,0.0786773,"(58, 1, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.07871195060926305
2,0.19001385002388949,-2.966770435830927,0.0786773,"(58, 1, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.07675098439573441
2,0.19001385002388949,-2.966770435830927,0.0786773,"(58, 1, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.06745961887139001
2,0.19001385002388949,-2.966770435830927,0.0786773,"(58, 1, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.078711950609263
2,0.19001385002388949,-2.966770435830927,0.0786773,"(58, 1, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.07871641867197693
2,0.19001385002388949,-2.966770435830927,0.0786773,"(58, 1, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.07871194787758623
3,-3.067386069857776,0.2040501818265413,0.0790011,"(63, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.07895674038334022
3,-3.067386069857776,0.2040501818265413,0.0790011,"(63, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.07778583129341499
3,-3.067386069857776,0.2040501818265413,0.0790011,"(63, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.12461382988116482
3,-3.067386069857776,0.2040501818265413,0.0790011,"(63, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.07895674038334023
3,-3.067386069857776,0.2040501818265413,0.0790011,"(63, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.07900711659111748
3,-3.067386069857776,0.2040501818265413,0.0790011,"(63, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.07895669991455123
4,0.4731910788843776,-0.15380955990873346,0.5451785,"(89, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.5451500320898656
4,0.4731910788843776,-0.15380955990873346,0.5451785,"(89, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.5451714523275075
4,0.4731910788843776,-0.15380955990873346,0.5451785,"(89, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.5444445131519312
4,0.4731910788843776,-0.15380955990873346,0.5451785,"(89, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.5451500320898656
4,0.4731910788843776,-0.15380955990873346,0.5451785,"(89, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.545150032089903
4,0.4731910788843776,-0.15380955990873346,0.5451785,"(89, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.5451500320898623
5,0.33932331039944463,-0.2930765144566475,0.62022,"(226, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.620096585244263
5,0.33932331039944463,-0.2930765144566475,0.62022,"(226, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.6199301211184186
5,0.33932331039944463,-0.2930765144566475,0.62022,"(226, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.6203052574982943
5,0.33932331039944463,-0.2930765144566475,0.62022,"(226, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.6200965852442629
5,0.33932331039944463,-0.2930765144566475,0.62022,"(226, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.6200965852466125
5,0.33932331039944463,-0.2930765144566475,0.62022,"(226, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.6200965852443103
6,-1.0349177641041176,-1.0889987441307656,0.2659963,"(240, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.2659932165638597
6,-1.0349177641041176,-1.0889987441307656,0.2659963,"(240, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.26499197354188264
6,-1.0349177641041176,-1.0889987441307656,0.2659963,"(240, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.2662440621170328
6,-1.0349177641041176,-1.0889987441307656,0.2659963,"(240, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.2659932165638597
6,-1.0349177641041176,-1.0889987441307656,0.2659963,"(240, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.2659932165634513
6,-1.0349177641041176,-1.0889987441307656,0.2659963,"(240, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.26599321656392516
7,-0.6756883885592528,0.15405221937208297,0.0239782,"(265, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.02395623285331029
7,-0.6756883885592528,0.15405221937208297,0.0239782,"(265, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.030224971682406565
7,-0.6756883885592528,0.15405221937208297,0.0239782,"(265, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.015321071807804398
7,-0.6756883885592528,0.15405221937208297,0.0239782,"(265, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.023956232853310278
7,-0.6756883885592528,0.15405221937208297,0.0239782,"(265, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.023953115151880477
7,-0.6756883885592528,0.15405221937208297,0.0239782,"(265, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.02395622450049606
8,0.6617145011677728,1.3052344042708537,0.5855461,"(274, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.5857049991290006
8,0.6617145011677728,1.3052344042708537,0.5855461,"(274, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.5860482106528525
8,0.6617145011677728,1.3052344042708537,0.5855461,"(274, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.5894675857703268
8,0.6617145011677728,1.3052344042708537,0.5855461,"(274, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.5857049991290006
8,0.6617145011677728,1.3052344042708537,0.5855461,"(274, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.5857126050264704
8,0.6617145011677728,1.3052344042708537,0.5855461,"(274, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.5857046985389539
9,0.5834565233781372,-1.289554318012203,0.0394885,"(300, 1, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.039449790687805936
9,0.5834565233781372,-1.289554318012203,0.0394885,"(300, 1, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.036126334467571186
9,0.5834565233781372,-1.289554318012203,0.0394885,"(300, 1, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.06831583335989899
9,0.5834565233781372,-1.289554318012203,0.0394885,"(300, 1, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.039449790687805915
9,0.5834565233781372,-1.289554318012203,0.0394885,"(300, 1, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.03985986517708351
9,0.5834565233781372,-1.289554318012203,0.0394885,"(300, 1, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.039449500598646936
10,0.013324767862309184,-2.2365370475598403,0.0373672,"(319, 1, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.03741805563144064
10,0.013324767862309184,-2.2365370475598403,0.0373672,"(319, 1, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.03681218635301846
10,0.013324767862309184,-2.2365370475598403,0.0373672,"(319, 1, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.03748791971000791
10,0.013324767862309184,-2.2365370475598403,0.0373672,"(319, 1, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.03741805563144061
10,0.013324767862309184,-2.2365370475598403,0.0373672,"(319, 1, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.03741805566093907
10,0.013324767862309184,-2.2365370475598403,0.0373672,"(319, 1, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.03741805563178151
11,1.4239697919498002,-1.5564523493043905,0.2056546,"(325, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.20558408633324673
11,1.4239697919498002,-1.5564523493043905,0.2056546,"(325, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.20539416872329497
11,1.4239697919498002,-1.5564523493043905,0.2056546,"(325, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.20723085334018454
11,1.4239697919498002,-1.5564523493043905,0.2056546,"(325, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.2055840863332467
11,1.4239697919498002,-1.5564523493043905,0.2056546,"(325, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.20558408633377123
11,1.4239697919498002,-1.5564523493043905,0.2056546,"(325, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.20558408633323322
12,-1.3308085105369332,2.107236271021744,0.1531747,"(629, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.1532123463231651
12,-1.3308085105369332,2.107236271021744,0.1531747,"(629, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.15316352330777994
12,-1.3308085105369332,2.107236271021744,0.1531747,"(629, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.15749805830012242
12,-1.3308085105369332,2.107236271021744,0.1531747,"(629, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.1532123463231651
12,-1.3308085105369332,2.107236271021744,0.1531747,"(629, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.15252761259155878
12,-1.3308085105369332,2.107236271021744,0.1531747,"(629, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.1532146591849355
13,1.8336254697123537,0.6235426523871528,0.2818874,"(639, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.2819809795867936
13,1.8336254697123537,0.6235426523871528,0.2818874,"(639, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.2819877267149513
13,1.8336254697123537,0.6235426523871528,0.2818874,"(639, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.28189805477117036
13,1.8336254697123537,0.6235426523871528,0.2818874,"(639, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.2819809795867936
13,1.8336254697123537,0.6235426523871528,0.2818874,"(639, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.28198097959532753
13,1.8336254697123537,0.6235426523871528,0.2818874,"(639, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.281980979586675
14,-1.9281427839342922,1.6452988871782275,0.0630707,"(690, 1, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.06319007185973353
14,-1.9281427839342922,1.6452988871782275,0.0630707,"(690, 1, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.0634209616638558
14,-1.9281427839342922,1.6452988871782275,0.0630707,"(690, 1, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.06306723553818216
14,-1.9281427839342922,1.6452988871782275,0.0630707,"(690, 1, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.0631900718597335
14,-1.9281427839342922,1.6452988871782275,0.0630707,"(690, 1, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.06319006810384209
14,-1.9281427839342922,1.6452988871782275,0.0630707,"(690, 1, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.06319007182207592
15,-1.9163512979555803,-2.363461655120455,0.0119897,"(699, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.011967627146210344
15,-1.9163512979555803,-2.363461655120455,0.0119897,"(699, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.012072023705738243
15,-1.9163512979555803,-2.363461655120455,0.0119897,"(699, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.027015791665114152
15,-1.9163512979555803,-2.363461655120455,0.0119897,"(699, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.011967627146210354
15,-1.9163512979555803,-2.363461655120455,0.0119897,"(699, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.011955957822469953
15,-1.9163512979555803,-2.363461655120455,0.0119897,"(699, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.011967659230202609
16,-0.6832113968767876,1.2452613334714386,0.0256196,"(723, 1, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.025617839947072053
16,-0.6832113968767876,1.2452613334714386,0.0256196,"(723, 1, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.02543048936576664
16,-0.6832113968767876,1.2452613334714386,0.0256196,"(723, 1, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.00024850149987865056
16,-0.6832113968767876,1.2452613334714386,0.0256196,"(723, 1, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.025617839947072035
16,-0.6832113968767876,1.2452613334714386,0.0256196,"(723, 1, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.028318602282287775
16,-0.6832113968767876,1.2452613334714386,0.0256196,"(723, 1, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.025617466842808967
17,0.22215076272347145,-1.2096955515697827,0.1961325,"(738, 1, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.1960195585927211
17,0.22215076272347145,-1.2096955515697827,0.1961325,"(738, 1, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.19731616455588102
17,0.22215076272347145,-1.2096955515697827,0.1961325,"(738, 1, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.19914767471199563
17,0.22215076272347145,-1.2096955515697827,0.1961325,"(738, 1, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.19601955859272102
17,0.22215076272347145,-1.2096955515697827,0.1961325,"(738, 1, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.19601955978755597
17,0.22215076272347145,-1.2096955515697827,0.1961325,"(738, 1, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.19601955859351677
18,-0.3807515378112136,0.3185854375879751,0.0684092,"(740, 1, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.06839006459200334
18,-0.3807515378112136,0.3185854375879751,0.0684092,"(740, 1, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.07257171180071381
18,-0.3807515378112136,0.3185854375879751,0.0684092,"(740, 1, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.035279546453042265
18,-0.3807515378112136,0.3185854375879751,0.0684092,"(740, 1, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.06839006459200336
18,-0.3807515378112136,0.3185854375879751,0.0684092,"(740, 1, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.06839704299846389
18,-0.3807515378112136,0.3185854375879751,0.0684092,"(740, 1, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.0683900477757679
19,0.692413141865962,-2.3830606106309533,0.1115442,"(838, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.11152283260502122
19,0.692413141865962,-2.3830606106309533,0.1115442,"(838, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.11148216878241379
19,0.692413141865962,-2.3830606106309533,0.1115442,"(838, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.11186194561612217
19,0.692413141865962,-2.3830606106309533,0.1115442,"(838, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.11152283260502123
19,0.692413141865962,-2.3830606106309533,0.1115442,"(838, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.1115228326181753
19,0.692413141865962,-2.3830606106309533,0.1115442,"(838, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.11152283260663465
20,-1.0952578474867358,-0.4791893145895212,0.1788053,"(865, 1, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.17893812397185813
20,-1.0952578474867358,-0.4791893145895212,0.1788053,"(865, 1, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.178634148824372
20,-1.0952578474867358,-0.4791893145895212,0.1788053,"(865, 1, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.17891938598687274
20,-1.0952578474867358,-0.4791893145895212,0.1788053,"(865, 1, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.1789381239718581
20,-1.0952578474867358,-0.4791893145895212,0.1788053,"(865, 1, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.1789381239718586
20,-1.0952578474867358,-0.4791893145895212,0.1788053,"(865, 1, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.17893812397185804
21,1.1164271876082752,0.30028072326126903,0.3511938,"(913, 1, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.3511931256006087
21,1.1164271876082752,0.30028072326126903,0.3511938,"(913, 1, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.3507849938263099
21,1.1164271876082752,0.30028072326126903,0.3511938,"(913, 1, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.35103335698630844
21,1.1164271876082752,0.30028072326126903,0.3511938,"(913, 1, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.3511931256006089
21,1.1164271876082752,0.30028072326126903,0.3511938,"(913, 1, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.3511931256006088
21,1.1164271876082752,0.30028072326126903,0.3511938,"(913, 1, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.3511931256006089
22,2.149688059770395,-1.2614165513939009,0.2559549,"(929, 0, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.2561526237086174
22,2.149688059770395,-1.2614165513939009,0.2559549,"(929, 0, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.25616991442956477
22,2.149688059770395,-1.2614165513939009,0.2559549,"(929, 0, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.25614615553037995
22,2.149688059770395,-1.2614165513939009,0.2559549,"(929, 0, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.25615262370861747
22,2.149688059770395,-1.2614165513939009,0.2559549,"(929, 0, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.2561526237086203
22,2.149688059770395,-1.2614165513939009,0.2559549,"(929, 0, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.2561526237086183
23,-0.1884132228595997,-1.0201025441157359,0.0899348,"(959, 1, 1)","(1000, 2, 2)",scipy,0.9037051200866699,0.08996675242193194
23,-0.1884132228595997,-1.0201025441157359,0.0899348,"(959, 1, 1)","(1000, 2, 2)",cox1,1.4570560455322266,0.08987577893494242
23,-0.1884132228595997,-1.0201025441157359,0.0899348,"(959, 1, 1)","(1000, 2, 2)",cox2,0.00805211067199707,0.08948016138992437
23,-0.1884132228595997,-1.0201025441157359,0.0899348,"(959, 1, 1)","(1000, 2, 2)",owen,0.0017371177673339844,0.08996675242193188
23,-0.1884132228595997,-1.0201025441157359,0.0899348,"(959, 1, 1)","(1000, 2, 2)",drezner1,0.874176025390625,0.0899667524216668
23,-0.1884132228595997,-1.0201025441157359,0.0899348,"(959, 1, 1)","(1000, 2, 2)",drezner2,0.8138158321380615,0.08996675242192914
24,1.2248404948384606,0.8985148056955959,0.6803849,"(995, 0, 0)","(1000, 2, 2)",scipy,0.9037051200866699,0.6803101534970257
24,1.2248404948384606,0.8985148056955959,0.6803849,"(995, 0, 0)","(1000, 2, 2)",cox1,1.4570560455322266,0.6803885012251935
24,1.2248404948384606,0.8985148056955959,0.6803849,"(995, 0, 0)","(1000, 2, 2)",cox2,0.00805211067199707,0.6801844223883633
24,1.2248404948384606,0.8985148056955959,0.6803849,"(995, 0, 0)","(1000, 2, 2)",owen,0.0017371177673339844,0.6803101534970257
24,1.2248404948384606,0.8985148056955959,0.6803849,"(995, 0, 0)","(1000, 2, 2)",drezner1,0.874176025390625,0.6803101534970271
24,1.2248404948384606,0.8985148056955959,0.6803849,"(995, 0, 0)","(1000, 2, 2)",drezner2,0.8138158321380615,0.6803101534970255
0,-1.2814759602893266,-0.29088054602842495,0.055216,"(16, 0, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.05517626577956962
0,-1.2814759602893266,-0.29088054602842495,0.055216,"(16, 0, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.05602263990273293
0,-1.2814759602893266,-0.29088054602842495,0.055216,"(16, 0, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.05466898338702397
0,-1.2814759602893266,-0.29088054602842495,0.055216,"(16, 0, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.05517626577956965
0,-1.2814759602893266,-0.29088054602842495,0.055216,"(16, 0, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.05517626569421519
0,-1.2814759602893266,-0.29088054602842495,0.055216,"(16, 0, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.055176265777071576
1,-0.25250282652322276,-1.967386048929598,0.2192306,"(26, 0, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.21906496499977582
1,-0.25250282652322276,-1.967386048929598,0.2192306,"(26, 0, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.21955374983349824
1,-0.25250282652322276,-1.967386048929598,0.2192306,"(26, 0, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.21870571032667668
1,-0.25250282652322276,-1.967386048929598,0.2192306,"(26, 0, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.21906496499977574
1,-0.25250282652322276,-1.967386048929598,0.2192306,"(26, 0, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.21906496500201295
1,-0.25250282652322276,-1.967386048929598,0.2192306,"(26, 0, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.2190649649997059
2,1.6894999371093078,-0.04265491878777797,0.4974506,"(62, 1, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.49755681004798713
2,1.6894999371093078,-0.04265491878777797,0.4974506,"(62, 1, 1)","(1000, 3, 3)",cox1,3.6519107818603516,0.49932444603220283
2,1.6894999371093078,-0.04265491878777797,0.4974506,"(62, 1, 1)","(1000, 3, 3)",cox2,0.009357213973999023,0.525055375675568
2,1.6894999371093078,-0.04265491878777797,0.4974506,"(62, 1, 1)","(1000, 3, 3)",owen,0.0047149658203125,0.4975568100479871
2,1.6894999371093078,-0.04265491878777797,0.4974506,"(62, 1, 1)","(1000, 3, 3)",drezner1,2.015615224838257,0.49754178110826075
2,1.6894999371093078,-0.04265491878777797,0.4974506,"(62, 1, 1)","(1000, 3, 3)",drezner2,2.0112357139587402,0.49755689513267454
3,-1.0214297979445783,-2.7467784477516783,0.2092126,"(83, 2, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.20923714623144654
3,-1.0214297979445783,-2.7467784477516783,0.2092126,"(83, 2, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.20925697708235047
3,-1.0214297979445783,-2.7467784477516783,0.2092126,"(83, 2, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.2096819059330045
3,-1.0214297979445783,-2.7467784477516783,0.2092126,"(83, 2, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.20923714623144646
3,-1.0214297979445783,-2.7467784477516783,0.2092126,"(83, 2, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.20947085070311
3,-1.0214297979445783,-2.7467784477516783,0.2092126,"(83, 2, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.20923172544020896
4,0.5462850470395391,-0.7318266945131091,0.3974681,"(100, 1, 2)","(1000, 3, 3)",scipy,2.1326022148132324,0.3974009833495915
4,0.5462850470395391,-0.7318266945131091,0.3974681,"(100, 1, 2)","(1000, 3, 3)",cox1,3.6519107818603516,0.39740828710109677
4,0.5462850470395391,-0.7318266945131091,0.3974681,"(100, 1, 2)","(1000, 3, 3)",cox2,0.009357213973999023,0.3973745298289618
4,0.5462850470395391,-0.7318266945131091,0.3974681,"(100, 1, 2)","(1000, 3, 3)",owen,0.0047149658203125,0.3974009833495916
4,0.5462850470395391,-0.7318266945131091,0.3974681,"(100, 1, 2)","(1000, 3, 3)",drezner1,2.015615224838257,0.3974009833495915
4,0.5462850470395391,-0.7318266945131091,0.3974681,"(100, 1, 2)","(1000, 3, 3)",drezner2,2.0112357139587402,0.3974009833495915
5,-2.774505002334222,0.49490427021360595,0.0333351,"(123, 1, 0)","(1000, 3, 3)",scipy,2.1326022148132324,0.033393893492440825
5,-2.774505002334222,0.49490427021360595,0.0333351,"(123, 1, 0)","(1000, 3, 3)",cox1,3.6519107818603516,0.04984631865834843
5,-2.774505002334222,0.49490427021360595,0.0333351,"(123, 1, 0)","(1000, 3, 3)",cox2,0.009357213973999023,0.03378065876955327
5,-2.774505002334222,0.49490427021360595,0.0333351,"(123, 1, 0)","(1000, 3, 3)",owen,0.0047149658203125,0.03339389349244079
5,-2.774505002334222,0.49490427021360595,0.0333351,"(123, 1, 0)","(1000, 3, 3)",drezner1,2.015615224838257,0.033393892926039004
5,-2.774505002334222,0.49490427021360595,0.0333351,"(123, 1, 0)","(1000, 3, 3)",drezner2,2.0112357139587402,0.033393893390573526
6,-1.0859533427382069,1.4747603435082317,0.1586324,"(209, 2, 1)","(1000, 3, 3)",scipy,2.1326022148132324,0.15861653443263782
