samp,x1,x2,cdf,idx,shape,approach,dtime,pval
12,-0.36547228678491794,-1.340914097561761,0.2602673,"(528, 0, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.25999824630408463
13,0.6848080066635692,-2.193313659729304,0.0018136,"(556, 1, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.0017886307606494352
13,0.6848080066635692,-2.193313659729304,0.0018136,"(556, 1, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.0016662598891020123
13,0.6848080066635692,-2.193313659729304,0.0018136,"(556, 1, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.0016606030776133377
13,0.6848080066635692,-2.193313659729304,0.0018136,"(556, 1, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.00178863076064943
13,0.6848080066635692,-2.193313659729304,0.0018136,"(556, 1, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.0017886384575878603
13,0.6848080066635692,-2.193313659729304,0.0018136,"(556, 1, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.001788630150305998
14,1.7337684409839915,0.34875062849706207,0.8169097,"(632, 0, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.81701167422697
14,1.7337684409839915,0.34875062849706207,0.8169097,"(632, 0, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.8158262564350092
14,1.7337684409839915,0.34875062849706207,0.8169097,"(632, 0, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.825026413294959
14,1.7337684409839915,0.34875062849706207,0.8169097,"(632, 0, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.81701167422697
14,1.7337684409839915,0.34875062849706207,0.8169097,"(632, 0, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.816135817185019
14,1.7337684409839915,0.34875062849706207,0.8169097,"(632, 0, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.8170125538885664
15,0.25418366548440896,2.429467282990646,0.0146884,"(644, 1, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.014698189818358584
15,0.25418366548440896,2.429467282990646,0.0146884,"(644, 1, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.014770317382037157
15,0.25418366548440896,2.429467282990646,0.0146884,"(644, 1, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.014124442842629925
15,0.25418366548440896,2.429467282990646,0.0146884,"(644, 1, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.014698189818358603
15,0.25418366548440896,2.429467282990646,0.0146884,"(644, 1, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.022587236540334565
15,0.25418366548440896,2.429467282990646,0.0146884,"(644, 1, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.013958797293623704
16,1.2002272068445468,1.9570132414834023,0.1296079,"(649, 0, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.12957108326718256
16,1.2002272068445468,1.9570132414834023,0.1296079,"(649, 0, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.12971405108387424
16,1.2002272068445468,1.9570132414834023,0.1296079,"(649, 0, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.12957507630484366
16,1.2002272068445468,1.9570132414834023,0.1296079,"(649, 0, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.12957108326718264
16,1.2002272068445468,1.9570132414834023,0.1296079,"(649, 0, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.12957108326718247
16,1.2002272068445468,1.9570132414834023,0.1296079,"(649, 0, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.12957108326718247
17,-1.0998928732705742,-1.9628592577287247,0.0009051,"(671, 1, 1, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.0009012801632559686
17,-1.0998928732705742,-1.9628592577287247,0.0009051,"(671, 1, 1, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.0077996619697063285
17,-1.0998928732705742,-1.9628592577287247,0.0009051,"(671, 1, 1, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.0007102907931431646
17,-1.0998928732705742,-1.9628592577287247,0.0009051,"(671, 1, 1, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.0009012801632559408
17,-1.0998928732705742,-1.9628592577287247,0.0009051,"(671, 1, 1, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.0009152451336043588
17,-1.0998928732705742,-1.9628592577287247,0.0009051,"(671, 1, 1, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.0009005466691896502
18,1.071448065548165,-2.4093018019132835,0.1650153,"(674, 1, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.16494917854752228
18,1.071448065548165,-2.4093018019132835,0.1650153,"(674, 1, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.16496355403547502
18,1.071448065548165,-2.4093018019132835,0.1650153,"(674, 1, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.16498128325162953
18,1.071448065548165,-2.4093018019132835,0.1650153,"(674, 1, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.1649491785475224
18,1.071448065548165,-2.4093018019132835,0.1650153,"(674, 1, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.16494917854752233
18,1.071448065548165,-2.4093018019132835,0.1650153,"(674, 1, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.16494917854752233
19,0.7447683762923092,-1.2844611101912164,0.3169648,"(831, 1, 0, 0)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.3167516705984229
19,0.7447683762923092,-1.2844611101912164,0.3169648,"(831, 1, 0, 0)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.3151083475116391
19,0.7447683762923092,-1.2844611101912164,0.3169648,"(831, 1, 0, 0)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.32027140730387893
19,0.7447683762923092,-1.2844611101912164,0.3169648,"(831, 1, 0, 0)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.3167516705984229
19,0.7447683762923092,-1.2844611101912164,0.3169648,"(831, 1, 0, 0)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.3171978042853135
19,0.7447683762923092,-1.2844611101912164,0.3169648,"(831, 1, 0, 0)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.31675069310882
20,-1.2654023447540421,-0.3342577472492658,0.1215141,"(881, 0, 1, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.12168106083018579
20,-1.2654023447540421,-0.3342577472492658,0.1215141,"(881, 0, 1, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.1216233319515882
20,-1.2654023447540421,-0.3342577472492658,0.1215141,"(881, 0, 1, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.1227775779346379
20,-1.2654023447540421,-0.3342577472492658,0.1215141,"(881, 0, 1, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.12168106083018576
20,-1.2654023447540421,-0.3342577472492658,0.1215141,"(881, 0, 1, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.12168106099284975
20,-1.2654023447540421,-0.3342577472492658,0.1215141,"(881, 0, 1, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.12168106082669111
21,1.3663827017802876,0.8663928460609418,0.7225291,"(931, 0, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.7224721363797151
21,1.3663827017802876,0.8663928460609418,0.7225291,"(931, 0, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.724972785096456
21,1.3663827017802876,0.8663928460609418,0.7225291,"(931, 0, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.7257750041563815
21,1.3663827017802876,0.8663928460609418,0.7225291,"(931, 0, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.7224721363797151
21,1.3663827017802876,0.8663928460609418,0.7225291,"(931, 0, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.7224723534562644
21,1.3663827017802876,0.8663928460609418,0.7225291,"(931, 0, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.7224721371144984
22,2.6843345593413366,2.0473208690674296,0.8553728,"(968, 1, 1, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.855476537522185
22,2.6843345593413366,2.0473208690674296,0.8553728,"(968, 1, 1, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.8556487137172123
22,2.6843345593413366,2.0473208690674296,0.8553728,"(968, 1, 1, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.8566746506126978
22,2.6843345593413366,2.0473208690674296,0.8553728,"(968, 1, 1, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.855476537522185
22,2.6843345593413366,2.0473208690674296,0.8553728,"(968, 1, 1, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.8554763607952426
22,2.6843345593413366,2.0473208690674296,0.8553728,"(968, 1, 1, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.8554765383068069
23,-0.14183247587376208,-0.6864860400097033,0.0019795,"(976, 1, 0, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.00198155177039114
23,-0.14183247587376208,-0.6864860400097033,0.0019795,"(976, 1, 0, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.000999000999000999
23,-0.14183247587376208,-0.6864860400097033,0.0019795,"(976, 1, 0, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.00037115332445947224
23,-0.14183247587376208,-0.6864860400097033,0.0019795,"(976, 1, 0, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.00198155177039111
23,-0.14183247587376208,-0.6864860400097033,0.0019795,"(976, 1, 0, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.0012915972478082516
23,-0.14183247587376208,-0.6864860400097033,0.0019795,"(976, 1, 0, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.00200909069340538
24,-2.0699686540248248,0.6960938491689399,0.1792528,"(991, 1, 1, 1)","(1000, 2, 2, 2)",scipy,2.01016902923584,0.17917061241269214
24,-2.0699686540248248,0.6960938491689399,0.1792528,"(991, 1, 1, 1)","(1000, 2, 2, 2)",cox1,2.8042798042297363,0.17914335493015776
24,-2.0699686540248248,0.6960938491689399,0.1792528,"(991, 1, 1, 1)","(1000, 2, 2, 2)",cox2,0.009660005569458008,0.17922186984486155
24,-2.0699686540248248,0.6960938491689399,0.1792528,"(991, 1, 1, 1)","(1000, 2, 2, 2)",owen,0.0069849491119384766,0.17917061241269217
24,-2.0699686540248248,0.6960938491689399,0.1792528,"(991, 1, 1, 1)","(1000, 2, 2, 2)",drezner1,1.988293170928955,0.17917061241269217
24,-2.0699686540248248,0.6960938491689399,0.1792528,"(991, 1, 1, 1)","(1000, 2, 2, 2)",drezner2,2.0394368171691895,0.17917061241269217
0,-0.9748050413763691,-1.1359265292697818,0.1026094,"(5, 1, 0, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.10263102080792971
0,-0.9748050413763691,-1.1359265292697818,0.1026094,"(5, 1, 0, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.10016461802357624
0,-0.9748050413763691,-1.1359265292697818,0.1026094,"(5, 1, 0, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.10980297627103452
0,-0.9748050413763691,-1.1359265292697818,0.1026094,"(5, 1, 0, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.10263102080792968
0,-0.9748050413763691,-1.1359265292697818,0.1026094,"(5, 1, 0, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.10262570963680206
0,-0.9748050413763691,-1.1359265292697818,0.1026094,"(5, 1, 0, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.10263106879267014
1,0.48302975555938743,0.04522439955709856,0.5243044,"(8, 2, 0, 1)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.5242602929459383
1,0.48302975555938743,0.04522439955709856,0.5243044,"(8, 2, 0, 1)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.5250377041938391
1,0.48302975555938743,0.04522439955709856,0.5243044,"(8, 2, 0, 1)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.5254004961399488
1,0.48302975555938743,0.04522439955709856,0.5243044,"(8, 2, 0, 1)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.5242602929459383
1,0.48302975555938743,0.04522439955709856,0.5243044,"(8, 2, 0, 1)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.5242602929813732
1,0.48302975555938743,0.04522439955709856,0.5243044,"(8, 2, 0, 1)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.524260292946553
2,-0.29066892101637204,0.018001797332612868,0.2412938,"(109, 2, 0, 1)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.24136814005269086
2,-0.29066892101637204,0.018001797332612868,0.2412938,"(109, 2, 0, 1)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.24319311509672265
2,-0.29066892101637204,0.018001797332612868,0.2412938,"(109, 2, 0, 1)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.2419662427755052
2,-0.29066892101637204,0.018001797332612868,0.2412938,"(109, 2, 0, 1)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.24136814005269086
2,-0.29066892101637204,0.018001797332612868,0.2412938,"(109, 2, 0, 1)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.2413681400525099
2,-0.29066892101637204,0.018001797332612868,0.2412938,"(109, 2, 0, 1)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.24136814005269142
3,-0.5091403376832215,0.6037632216625686,0.2182784,"(128, 0, 2, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.21799669752424622
3,-0.5091403376832215,0.6037632216625686,0.2182784,"(128, 0, 2, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.21580153136344304
3,-0.5091403376832215,0.6037632216625686,0.2182784,"(128, 0, 2, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.2188904514639045
3,-0.5091403376832215,0.6037632216625686,0.2182784,"(128, 0, 2, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.21799669752424622
3,-0.5091403376832215,0.6037632216625686,0.2182784,"(128, 0, 2, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.2179966975242451
3,-0.5091403376832215,0.6037632216625686,0.2182784,"(128, 0, 2, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.21799669752424633
4,0.34714240723929213,0.039348055450079356,0.5883021,"(176, 1, 1, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.5880744715044417
4,0.34714240723929213,0.039348055450079356,0.5883021,"(176, 1, 1, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.5879841573239887
4,0.34714240723929213,0.039348055450079356,0.5883021,"(176, 1, 1, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.5873735885561961
4,0.34714240723929213,0.039348055450079356,0.5883021,"(176, 1, 1, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.5880744715044417
4,0.34714240723929213,0.039348055450079356,0.5883021,"(176, 1, 1, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.588074471504727
4,0.34714240723929213,0.039348055450079356,0.5883021,"(176, 1, 1, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.5880744715044018
5,0.6841757124888377,2.848778578186568,0.1323907,"(192, 0, 2, 2)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.13231617648233554
5,0.6841757124888377,2.848778578186568,0.1323907,"(192, 0, 2, 2)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.13026281389004557
5,0.6841757124888377,2.848778578186568,0.1323907,"(192, 0, 2, 2)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.13263149634476312
5,0.6841757124888377,2.848778578186568,0.1323907,"(192, 0, 2, 2)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.1323161764823356
5,0.6841757124888377,2.848778578186568,0.1323907,"(192, 0, 2, 2)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.13231617648219307
5,0.6841757124888377,2.848778578186568,0.1323907,"(192, 0, 2, 2)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.13231617648237248
6,2.8601031233555263,1.3459918274809661,0.9047432,"(287, 0, 0, 2)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.9046895305254768
6,2.8601031233555263,1.3459918274809661,0.9047432,"(287, 0, 0, 2)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.9037716091716814
6,2.8601031233555263,1.3459918274809661,0.9047432,"(287, 0, 0, 2)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.9433923732315767
6,2.8601031233555263,1.3459918274809661,0.9047432,"(287, 0, 0, 2)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.904689530525477
6,2.8601031233555263,1.3459918274809661,0.9047432,"(287, 0, 0, 2)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.9042778013223607
6,2.8601031233555263,1.3459918274809661,0.9047432,"(287, 0, 0, 2)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.9046897539003447
7,-0.7525351772642566,-2.179487135866159,0.0143381,"(289, 1, 0, 1)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.014267022610258438
7,-0.7525351772642566,-2.179487135866159,0.0143381,"(289, 1, 0, 1)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.013581210465195198
7,-0.7525351772642566,-2.179487135866159,0.0143381,"(289, 1, 0, 1)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.014248390134612848
7,-0.7525351772642566,-2.179487135866159,0.0143381,"(289, 1, 0, 1)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.014267022610258421
7,-0.7525351772642566,-2.179487135866159,0.0143381,"(289, 1, 0, 1)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.014267022610258334
7,-0.7525351772642566,-2.179487135866159,0.0143381,"(289, 1, 0, 1)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.014267022610258334
8,1.3675443487486842,-0.6223911444625925,0.6337714,"(312, 2, 0, 2)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.6339084111701548
8,1.3675443487486842,-0.6223911444625925,0.6337714,"(312, 2, 0, 2)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.6356527006843484
8,1.3675443487486842,-0.6223911444625925,0.6337714,"(312, 2, 0, 2)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.6063654267639305
8,1.3675443487486842,-0.6223911444625925,0.6337714,"(312, 2, 0, 2)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.6339084111701548
8,1.3675443487486842,-0.6223911444625925,0.6337714,"(312, 2, 0, 2)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.6338352301952825
8,1.3675443487486842,-0.6223911444625925,0.6337714,"(312, 2, 0, 2)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.6339087690659866
9,0.43110573668906227,-2.6599365390739216,0.0382603,"(405, 2, 0, 2)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.03835794341126711
9,0.43110573668906227,-2.6599365390739216,0.0382603,"(405, 2, 0, 2)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.037479103738286834
9,0.43110573668906227,-2.6599365390739216,0.0382603,"(405, 2, 0, 2)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.037724965574254254
9,0.43110573668906227,-2.6599365390739216,0.0382603,"(405, 2, 0, 2)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.03835794341126706
9,0.43110573668906227,-2.6599365390739216,0.0382603,"(405, 2, 0, 2)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.03835794340001525
9,0.43110573668906227,-2.6599365390739216,0.0382603,"(405, 2, 0, 2)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.03835794341192905
10,-1.084267934582309,0.34942821129170554,0.062673,"(407, 0, 0, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.06274113690895915
10,-1.084267934582309,0.34942821129170554,0.062673,"(407, 0, 0, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.06236167339806098
10,-1.084267934582309,0.34942821129170554,0.062673,"(407, 0, 0, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.05421333209531942
10,-1.084267934582309,0.34942821129170554,0.062673,"(407, 0, 0, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.06274113690895923
10,-1.084267934582309,0.34942821129170554,0.062673,"(407, 0, 0, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.06277039869706413
10,-1.084267934582309,0.34942821129170554,0.062673,"(407, 0, 0, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.06273845472325723
11,0.73214950886293,-3.949459497201937,0.0668091,"(450, 2, 1, 1)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.06686666274495595
11,0.73214950886293,-3.949459497201937,0.0668091,"(450, 2, 1, 1)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.066968166010907
11,0.73214950886293,-3.949459497201937,0.0668091,"(450, 2, 1, 1)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.06719796049836596
11,0.73214950886293,-3.949459497201937,0.0668091,"(450, 2, 1, 1)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.06686666274495592
11,0.73214950886293,-3.949459497201937,0.0668091,"(450, 2, 1, 1)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.06686666274495551
11,0.73214950886293,-3.949459497201937,0.0668091,"(450, 2, 1, 1)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.06686666274495595
12,0.19135707115942857,-3.453633107250129,0.0436165,"(468, 1, 0, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.043698850116188154
12,0.19135707115942857,-3.453633107250129,0.0436165,"(468, 1, 0, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.04413233684887685
12,0.19135707115942857,-3.453633107250129,0.0436165,"(468, 1, 0, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.04367274396609622
12,0.19135707115942857,-3.453633107250129,0.0436165,"(468, 1, 0, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.043698850116188154
12,0.19135707115942857,-3.453633107250129,0.0436165,"(468, 1, 0, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.043698850116188126
12,0.19135707115942857,-3.453633107250129,0.0436165,"(468, 1, 0, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.043698850116188126
13,1.2779240557583438,-1.4827468948378788,0.0328646,"(604, 2, 2, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.03283182466045189
13,1.2779240557583438,-1.4827468948378788,0.0328646,"(604, 2, 2, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.033271375531527536
13,1.2779240557583438,-1.4827468948378788,0.0328646,"(604, 2, 2, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.031390386273347615
13,1.2779240557583438,-1.4827468948378788,0.0328646,"(604, 2, 2, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.03283182466045196
13,1.2779240557583438,-1.4827468948378788,0.0328646,"(604, 2, 2, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.03283182437070192
13,1.2779240557583438,-1.4827468948378788,0.0328646,"(604, 2, 2, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.03283182467541773
14,-0.8841265688225343,-2.2286617385905054,0.1268193,"(640, 1, 0, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.126799151834517
14,-0.8841265688225343,-2.2286617385905054,0.1268193,"(640, 1, 0, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.1258987740604613
14,-0.8841265688225343,-2.2286617385905054,0.1268193,"(640, 1, 0, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.1284178954740159
14,-0.8841265688225343,-2.2286617385905054,0.1268193,"(640, 1, 0, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.126799151834517
14,-0.8841265688225343,-2.2286617385905054,0.1268193,"(640, 1, 0, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.12679914676713105
14,-0.8841265688225343,-2.2286617385905054,0.1268193,"(640, 1, 0, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.12679915183917528
15,1.8581498097994529,1.2650962297172899,0.1180088,"(700, 0, 0, 0)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.11796591366023179
15,1.8581498097994529,1.2650962297172899,0.1180088,"(700, 0, 0, 0)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.11893681518245564
15,1.8581498097994529,1.2650962297172899,0.1180088,"(700, 0, 0, 0)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.10524154121092061
15,1.8581498097994529,1.2650962297172899,0.1180088,"(700, 0, 0, 0)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.1179659136602318
15,1.8581498097994529,1.2650962297172899,0.1180088,"(700, 0, 0, 0)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.11796796280878558
15,1.8581498097994529,1.2650962297172899,0.1180088,"(700, 0, 0, 0)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.11796589746622171
16,0.8009660339642666,2.0810939712643655,0.790888,"(714, 0, 0, 1)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.7908502738328367
16,0.8009660339642666,2.0810939712643655,0.790888,"(714, 0, 0, 1)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.7907922420611442
16,0.8009660339642666,2.0810939712643655,0.790888,"(714, 0, 0, 1)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.7907983704003148
16,0.8009660339642666,2.0810939712643655,0.790888,"(714, 0, 0, 1)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.7908502738328367
16,0.8009660339642666,2.0810939712643655,0.790888,"(714, 0, 0, 1)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.7908502738328365
16,0.8009660339642666,2.0810939712643655,0.790888,"(714, 0, 0, 1)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.7908502738328368
17,1.3896306087672028,-1.738510135394506,0.114007,"(738, 2, 0, 2)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.1141023282499473
17,1.3896306087672028,-1.738510135394506,0.114007,"(738, 2, 0, 2)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.11534683949509572
17,1.3896306087672028,-1.738510135394506,0.114007,"(738, 2, 0, 2)","(1000, 3, 3, 3)",cox2,0.027576923370361328,0.11392111270597638
17,1.3896306087672028,-1.738510135394506,0.114007,"(738, 2, 0, 2)","(1000, 3, 3, 3)",owen,0.010886192321777344,0.11410232824994729
17,1.3896306087672028,-1.738510135394506,0.114007,"(738, 2, 0, 2)","(1000, 3, 3, 3)",drezner1,6.08102822303772,0.11410232824994726
17,1.3896306087672028,-1.738510135394506,0.114007,"(738, 2, 0, 2)","(1000, 3, 3, 3)",drezner2,5.979043006896973,0.11410232824994726
18,2.006838177657225,-0.8512653985706906,0.1078679,"(763, 0, 2, 2)","(1000, 3, 3, 3)",scipy,6.079011917114258,0.10784714506168375
18,2.006838177657225,-0.8512653985706906,0.1078679,"(763, 0, 2, 2)","(1000, 3, 3, 3)",cox1,11.493028163909912,0.1065044172925178
